id,player_cost,first_name,second_name,player_form,status,minutes,player_position,goals_scored,assists,clean_sheets,expected_goals,expected_assists,goals_conceded,expected_goals_conceded,influence,creativity,threat,bonus,penalties_saved,saves,yellow_cards,red_cards,gw1_points,gw2_points,gw3_points,gw4_points,gw5_points,team_name,team_form,team_strength,total_points
457,4.0,James,Bree,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
458,4.5,Shea,Charles,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
459,4.9,Samuel,Edozie,0.0,Unavailable,64,MID,0,0,0,0.00,0.15,0,0.31,9.8,19.0,22.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,Southampton,,2,1.0
460,4.0,Ronnie,Edwards,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
461,4.0,Taylor,Harwood-Bellis,1.0,Available,319,DEF,0,0,0,0.07,0.08,5,6.18,70.6,44.9,29.0,0,0,0,2,0,1.0,2.0,0.0,1.0,2.0,Southampton,,2,6.0
462,5.0,Kamaldeen,Sulemana,0.0,Doubtful,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
463,5.0,Adam,Lallana,3.0,Available,93,MID,0,2,0,0.10,0.11,1,2.09,43.0,26.2,10.0,1,0,0,1,0,0.0,0.0,4.0,1.0,4.0,Southampton,,2,9.0
464,4.0,Juan,Larios López,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
465,4.0,Mateusz,Lis,0.0,Unavailable,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
466,4.0,Joe,Lumley,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
467,4.4,Ryan,Manning,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
468,5.0,Sékou,Mara,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
469,4.5,Alex,McCarthy,0.0,Available,180,GKP,0,0,0,0.00,0.00,2,2.70,52.0,0.0,0.0,0,0,7,0,0,2.0,4.0,0.0,0.0,0.0,Southampton,,2,6.0
470,4.9,Paul,Onuachu,0.0,Available,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
471,5.0,Will,Smallbone,0.3,Doubtful,218,MID,0,0,0,0.31,0.54,3,3.67,20.6,56.9,32.0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,Southampton,,2,5.0
472,4.0,Jack,Stephens,-0.3,Suspended,348,DEF,0,0,0,0.23,0.10,8,7.38,42.0,27.1,11.0,0,0,0,1,1,1.0,2.0,1.0,-2.0,0.0,Southampton,,2,2.0
473,4.5,Ross,Stewart,0.3,Available,59,FWD,0,0,0,0.04,0.01,2,1.43,0.0,3.0,5.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Southampton,,2,1.0
474,4.5,Sugawara,Yukinari,3.3,Available,386,DEF,1,0,0,0.24,0.82,9,9.53,119.8,93.4,39.0,0,0,0,0,0,1.0,2.0,7.0,1.0,2.0,Southampton,,2,13.0
475,4.0,Charlie,Taylor,0.3,Available,104,DEF,0,0,0,0.00,0.01,1,1.88,23.8,3.3,2.0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,Southampton,,2,2.0
476,4.5,Kyle,Walker-Peters,0.7,Available,350,DEF,0,0,0,0.20,0.17,8,8.15,52.4,33.4,53.0,0,0,0,0,0,2.0,2.0,1.0,1.0,0.0,Southampton,,2,6.0
477,4.0,Nathan,Wood-Gordon,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
515,4.9,Maxwel,Cornet,0.0,Available,26,MID,0,0,0,0.00,0.00,1,0.82,5.4,2.0,2.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Southampton,,2,0.0
518,4.9,Flynn,Downes,1.7,Available,450,MID,0,0,0,0.22,0.77,9,9.84,72.4,129.1,24.0,0,0,0,2,0,2.0,1.0,2.0,2.0,1.0,Southampton,,2,8.0
584,5.3,Ben,Brereton Díaz,1.7,Available,344,MID,0,0,0,0.75,0.13,8,7.94,17.2,58.7,64.0,0,0,0,1,0,1.0,2.0,2.0,2.0,1.0,Southampton,,2,8.0
608,4.5,Tyler,Dibling,4.7,Available,203,MID,1,0,1,0.80,0.40,4,4.56,63.4,76.1,58.0,3,0,0,0,0,1.0,1.0,1.0,2.0,11.0,Southampton,,2,16.0
623,5.0,Mateus Gonçalo,Espanha Fernandes,2.0,Available,229,MID,0,0,1,0.28,0.33,4,5.04,26.8,56.8,57.0,0,0,0,0,0,,1.0,1.0,2.0,3.0,Southampton,,2,7.0
82,7.5,Dominic,Solanke-Mitchell,2.7,Available,267,FWD,1,0,0,2.12,0.25,3,2.55,58.0,24.9,129.0,0,0,0,0,0,2.0,0.0,0.0,2.0,6.0,Spurs,,3,10.0
478,4.0,Ashley,Phillips,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
479,4.0,Brandon,Austin,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
480,5.0,Rodrigo,Bentancur,1.0,Available,214,MID,0,0,0,0.35,0.12,3,2.37,23.8,17.6,33.0,0,0,0,3,0,1.0,0.0,0.0,1.0,2.0,Spurs,,3,4.0
481,4.5,Lucas,Bergvall,0.7,Available,33,MID,0,0,0,0.06,0.17,0,0.12,13.2,26.9,7.0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,Spurs,,3,4.0
482,4.9,Yves,Bissouma,0.3,Available,179,MID,1,0,1,0.10,0.13,2,2.63,59.0,38.3,9.0,1,0,0,2,0,0.0,9.0,1.0,0.0,0.0,Spurs,,3,10.0
483,5.0,Bryan,Gil Salvatierra,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
484,4.4,Ben,Davies,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
485,4.5,Alfie,Devine,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
486,4.4,Radu,Drăgușin,0.3,Available,90,DEF,0,0,0,0.02,0.01,2,1.57,16.6,1.7,6.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,Spurs,,3,1.0
487,4.5,Emerson,Leite de Souza Junior,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
488,4.4,Fraser,Forster,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
489,4.8,Archie,Gray,0.3,Available,32,MID,0,0,0,0.00,0.01,0,0.12,7.4,2.6,0.0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,Spurs,,3,3.0
490,5.0,Pierre-Emile,Højbjerg,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
491,6.4,Brennan,Johnson,4.3,Available,348,MID,1,1,1,1.43,0.30,4,4.51,68.2,53.3,199.0,0,0,0,0,0,2.0,3.0,4.0,2.0,7.0,Spurs,,3,18.0
492,6.3,Dejan,Kulusevski,1.7,Available,347,MID,0,1,1,0.62,0.61,4,4.22,64.4,144.2,134.0,0,0,0,1,0,1.0,6.0,2.0,1.0,2.0,Spurs,,3,12.0
493,4.9,Giovani,Lo Celso,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
494,7.5,James,Maddison,5.0,Available,403,MID,1,3,1,1.42,2.86,5,5.00,165.0,219.8,134.0,3,0,0,2,0,5.0,6.0,1.0,2.0,12.0,Spurs,,3,26.0
495,5.6,Pedro,Porro,1.7,Available,447,DEF,1,0,1,0.39,0.70,5,5.06,143.4,161.7,53.0,1,0,0,0,0,9.0,6.0,1.0,2.0,2.0,Spurs,,3,20.0
496,4.3,Sergio,Reguilón,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
497,6.9,Richarlison,de Andrade,0.0,Injured,25,FWD,0,0,0,0.19,0.00,0,0.06,3.2,2.2,7.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Spurs,,3,2.0
498,5.1,Cristian,Romero,1.7,Available,450,DEF,1,0,1,0.73,0.41,5,5.12,137.0,37.7,112.0,2,0,0,0,0,2.0,14.0,1.0,2.0,2.0,Spurs,,3,21.0
499,4.9,Pape Matar,Sarr,0.7,Available,187,MID,0,0,0,0.13,0.15,2,1.39,35.8,37.9,32.0,0,0,0,1,0,2.0,1.0,0.0,1.0,1.0,Spurs,,3,5.0
500,4.5,Dane,Scarlett,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
502,5.4,Manor,Solomon,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
503,10.0,Son,Heung-min,5.0,Available,450,MID,2,2,1,1.38,1.11,5,5.06,161.8,184.9,113.0,6,0,0,0,0,2.0,16.0,3.0,2.0,10.0,Spurs,,3,33.0
504,4.4,Djed,Spence,0.0,Available,18,DEF,0,0,0,0.00,0.00,0,0.06,3.8,2.4,2.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Spurs,,3,2.0
505,5.0,Destiny,Udogie,1.3,Available,432,DEF,0,0,1,0.05,0.16,5,5.12,72.4,49.2,37.0,0,0,0,1,0,2.0,6.0,1.0,1.0,2.0,Spurs,,3,12.0
506,4.5,Micky,van de Ven,0.7,Available,360,DEF,0,1,1,0.02,0.09,3,3.55,76.2,19.7,19.0,0,0,0,2,0,2.0,9.0,0.0,1.0,1.0,Spurs,,3,13.0
507,5.0,Alejo,Véliz,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
508,5.0,Guglielmo,Vicario,2.0,Available,450,GKP,0,0,1,0.00,0.00,5,5.12,116.2,0.0,0.0,0,0,12,1,0,2.0,6.0,1.0,2.0,3.0,Spurs,,3,14.0
509,6.3,Timo,Werner,0.7,Available,38,MID,0,0,0,0.00,0.04,1,1.06,12.6,8.3,8.0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,Spurs,,3,3.0
510,4.0,Alfie,Whiteman,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
609,4.5,Will,Lankshear,0.0,Injured,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Spurs,,3,0.0
610,4.5,Mikey,Moore,0.3,Available,2,MID,0,0,0,0.00,0.00,0,0.00,0.2,0.1,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Spurs,,3,1.0
612,5.5,Wilson,Odobert,1.0,Injured,160,MID,0,0,1,0.42,0.08,1,1.63,10.0,40.5,42.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,Spurs,,3,6.0
388,4.5,Aaron,Wan-Bissaka,1.3,Available,298,DEF,0,0,0,0.00,0.37,7,7.29,68.4,81.7,6.0,0,0,0,0,0,0.0,1.0,1.0,2.0,1.0,West Ham,,3,5.0
511,5.0,Edson,Álvarez Velázquez,1.0,Available,222,MID,0,0,0,0.02,0.25,6,4.85,27.8,40.6,6.0,0,0,0,2,0,0.0,1.0,2.0,1.0,0.0,West Ham,,3,4.0
512,5.5,Michail,Antonio,1.0,Available,284,FWD,0,0,1,0.97,0.02,4,6.56,3.0,8.0,74.0,0,0,0,1,0,2.0,2.0,2.0,1.0,0.0,West Ham,,3,7.0
513,4.5,Alphonse,Areola,1.7,Available,405,GKP,0,0,1,0.00,0.00,8,8.82,100.0,0.0,0.0,0,0,12,0,0,1.0,6.0,1.0,3.0,1.0,West Ham,,3,12.0
514,7.5,Jarrod,Bowen,4.0,Available,427,MID,1,2,1,0.58,0.74,8,9.62,107.8,150.0,103.0,0,0,0,0,0,2.0,8.0,5.0,5.0,2.0,West Ham,,3,22.0
516,4.5,Vladimír,Coufal,0.7,Available,198,DEF,0,0,1,0.02,0.10,3,4.19,19.2,17.5,1.0,0,0,0,0,0,1.0,6.0,1.0,1.0,0.0,West Ham,,3,9.0
517,4.0,Aaron,Cresswell,0.3,Available,18,DEF,0,0,0,0.00,0.01,0,0.71,3.0,11.8,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,West Ham,,3,2.0
519,4.5,George,Earthy,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,West Ham,,3,0.0
520,4.4,Emerson,Palmieri dos Santos,0.7,Available,376,DEF,0,0,1,0.04,0.30,8,7.96,44.2,66.1,21.0,0,0,0,1,0,1.0,6.0,0.0,1.0,1.0,West Ham,,3,9.0
521,4.0,Łukasz,Fabiański,0.3,Available,45,GKP,0,0,0,0.00,0.00,1,1.29,16.4,0.0,0.0,0,0,2,0,0,0.0,0.0,1.0,0.0,0.0,West Ham,,3,1.0
522,4.4,Wes,Foderingham,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,West Ham,,3,0.0
523,5.0,Danny,Ings,2.7,Available,13,FWD,1,0,0,0.50,0.00,0,0.24,36.2,0.3,34.0,3,0,0,0,0,1.0,0.0,0.0,8.0,0.0,West Ham,,3,9.0
524,4.5,Max,Kilman,0.7,Available,450,DEF,0,1,1,0.28,0.10,9,10.11,112.0,45.6,13.0,3,0,0,2,0,1.0,12.0,0.0,2.0,0.0,West Ham,,3,15.0
525,6.3,Mohammed,Kudus,2.0,Available,447,MID,0,0,1,0.49,0.74,9,10.08,51.0,81.3,99.0,0,0,0,0,0,2.0,3.0,2.0,2.0,2.0,West Ham,,3,11.0
526,4.8,Luis Guilherme,Lira dos Santos,0.0,Available,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,West Ham,,3,0.0
527,6.0,Lucas,Tolentino Coelho de Lima,1.7,Available,369,MID,1,0,1,1.02,0.26,7,8.38,63.0,64.7,50.0,0,0,0,1,0,6.0,3.0,2.0,1.0,2.0,West Ham,,3,14.0
528,4.5,Konstantinos,Mavropanos,1.3,Available,450,DEF,0,0,1,0.23,0.02,9,10.11,131.0,4.2,31.0,2,0,0,0,0,1.0,8.0,1.0,2.0,1.0,West Ham,,3,13.0
529,4.4,Nayef,Aguerd,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,West Ham,,3,0.0
530,5.0,Tomáš,Souček,0.7,Available,277,MID,1,1,1,1.51,0.43,5,6.15,53.8,49.5,105.0,1,0,0,2,0,5.0,8.0,1.0,1.0,0.0,West Ham,,3,15.0
532,4.4,Kurt,Zouma,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,West Ham,,3,0.0
576,4.9,Andy,Irving,0.3,Available,18,MID,0,0,0,0.04,0.00,0,0.68,8.4,2.6,7.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,West Ham,,3,1.0
587,5.8,Crysencio,Summerville,1.0,Available,119,MID,0,0,0,0.06,0.19,4,2.45,20.0,32.3,27.0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,West Ham,,3,4.0
588,5.0,Guido,Rodríguez,1.0,Available,370,MID,0,0,1,0.05,0.05,8,8.10,33.4,9.8,8.0,0,0,0,2,0,2.0,3.0,1.0,1.0,1.0,West Ham,,3,8.0
589,6.7,Niclas,Füllkrug,0.3,Doubtful,63,FWD,0,0,0,0.25,0.09,2,1.59,2.6,2.5,29.0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,West Ham,,3,3.0
591,4.4,Jean-Clair,Todibo,0.0,Available,7,DEF,0,0,0,0.00,0.00,0,0.10,5.0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,West Ham,,3,2.0
643,4.0,Kaelan,Casey,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,West Ham,,3,0.0
654,5.0,Carlos,Soler,0.0,Available,56,MID,0,0,0,0.09,0.01,0,1.67,7.6,2.1,11.0,0,0,0,2,0,,,,0.0,0.0,West Ham,,3,0.0
204,4.4,Sam,Johnstone,2.0,Available,270,GKP,0,0,0,0.00,0.00,6,3.98,67.0,10.0,0.0,0,0,8,0,0,0.0,0.0,3.0,2.0,1.0,Wolves,,3,6.0
533,4.4,Rayan,Aït-Nouri,0.8,Available,384,DEF,0,1,0,0.55,0.25,13,5.40,53.6,44.5,54.0,0,0,0,3,0,1.0,2.0,1.0,0.0,0.0,Wolves,,3,4.0
534,4.9,Boubacar,Traoré,0.0,Injured,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
535,5.0,Jean-Ricner,Bellegarde,3.5,Available,337,MID,1,0,2,0.21,0.21,7,4.08,43.0,39.9,20.0,0,0,0,1,0,1.0,2.0,6.0,3.0,3.0,Wolves,,3,15.0
536,4.0,Daniel,Bentley,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
537,4.5,Francisco Jorge,Tomás Oliveira,0.0,Unavailable,6,MID,0,0,0,0.00,0.05,0,0.00,3.0,14.3,2.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Wolves,,3,1.0
538,4.5,Tawanda,Chirewa,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
539,4.5,Leon,Chiwome,0.0,Available,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
540,4.5,Luke,Cundle,0.0,Available,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
541,6.5,Matheus,Santos Carneiro Da Cunha,4.5,Available,370,FWD,2,0,0,1.44,0.80,12,5.47,116.2,141.1,135.0,3,0,0,1,0,1.0,6.0,2.0,2.0,8.0,Wolves,,3,19.0
542,4.5,Craig,Dawson,1.2,Available,299,DEF,0,0,0,0.07,0.04,7,4.30,68.2,25.3,12.0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,Wolves,,3,6.0
543,4.4,Matt,Doherty,0.2,Available,208,DEF,0,0,0,0.08,0.08,9,3.61,40.8,16.0,15.0,0,0,0,0,0,1.0,-1.0,1.0,1.0,0.0,Wolves,,3,2.0
544,4.9,Tommy,Doyle,1.0,Available,52,MID,0,0,0,0.04,0.07,3,2.29,8.6,25.6,3.0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,Wolves,,3,4.0
545,5.0,Fábio,Silva,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
546,4.5,Nathan,Fraser,0.0,Unavailable,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
547,4.5,Enso,González,0.0,Injured,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
548,5.3,Gonçalo Manuel,Ganchinho Guedes,0.8,Available,44,MID,0,0,0,0.00,0.01,3,2.33,3.4,0.9,2.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,Wolves,,3,3.0
549,4.5,Hugo,Bueno López,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
550,6.2,Hwang,Hee-chan,0.8,Available,197,MID,0,0,0,0.00,0.15,8,3.35,16.2,33.2,8.0,0,0,0,0,0,2.0,1.0,1.0,1.0,0.0,Wolves,,3,5.0
551,4.5,Joe,Hodge,0.0,Unavailable,0,MID,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
552,4.0,Ki-Jana,Hoever,0.0,Unavailable,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
553,4.9,João Victor,Gomes da Silva,1.2,Available,403,MID,0,0,0,0.13,0.09,12,4.95,51.6,32.8,8.0,0,0,0,3,0,1.0,2.0,0.0,2.0,1.0,Wolves,,3,6.0
554,4.4,José,Malheiro de Sá,-0.2,Available,180,GKP,0,0,0,0.00,0.01,8,2.80,53.0,10.0,0.0,0,0,6,0,0,2.0,-1.0,0.0,0.0,0.0,Wolves,,3,1.0
555,4.9,Saša,Kalajdžić,0.0,Injured,0,FWD,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
556,4.0,Tom,King,0.0,Available,0,GKP,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
557,5.0,Mario,Lemina,4.5,Available,449,MID,1,1,0,0.70,0.35,14,6.78,138.4,56.0,60.0,4,0,0,2,0,2.0,2.0,5.0,10.0,1.0,Wolves,,3,20.0
558,4.0,Yerson,Mosquera,0.5,Doubtful,441,DEF,0,0,0,0.33,0.03,12,5.63,110.2,27.3,21.0,0,0,0,2,0,1.0,-2.0,2.0,1.0,1.0,Wolves,,3,3.0
559,4.5,Nélson,Cabral Semedo,0.8,Available,240,DEF,0,0,0,0.01,0.14,5,3.17,36.6,16.3,9.0,0,0,0,2,0,0.0,0.0,2.0,1.0,0.0,Wolves,,3,3.0
561,4.0,Pedro,Cardoso de Lima,0.0,Available,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
562,5.5,Daniel,Castelo Podence,0.2,Unavailable,46,MID,0,0,0,0.04,0.01,2,0.70,3.0,1.1,1.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Wolves,,3,2.0
563,5.3,Rodrigo,Martins Gomes,0.5,Available,115,MID,0,0,0,0.06,0.01,6,2.78,9.0,6.7,14.0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,Wolves,,3,4.0
564,4.4,Santiago,Bueno,0.0,Available,8,DEF,0,0,0,0.00,0.00,2,1.15,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Wolves,,3,0.0
565,5.2,Pablo,Sarabia,0.2,Available,28,MID,0,0,0,0.10,0.02,1,0.32,15.8,3.2,36.0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,Wolves,,3,2.0
566,5.5,Jørgen,Strand Larsen,3.8,Available,407,FWD,1,1,1,0.84,0.39,11,4.65,67.4,42.0,97.0,0,0,0,0,0,2.0,6.0,2.0,5.0,2.0,Wolves,,3,17.0
567,4.4,Toti António,Gomes,0.8,Doubtful,270,DEF,0,1,0,0.00,0.24,9,3.84,48.8,13.3,8.0,0,0,0,2,0,0.0,2.0,1.0,0.0,0.0,Wolves,,3,3.0
637,4.0,Bastien,Meupiyou,0.0,Injured,0,DEF,0,0,0,0.00,0.00,0,0.00,0.0,0.0,0.0,0,0,0,0,0,,,0.0,0.0,0.0,Wolves,,3,0.0
642,5.0,André,Trindade da Costa Neto,1.3,Available,170,MID,0,0,0,0.06,0.02,4,2.63,28.6,15.0,5.0,0,0,0,1,0,,,1.0,1.0,2.0,Wolves,,3,4.0
655,5.5,Carlos Roberto,Forbs Borges,0.5,Available,4,MID,0,0,0,0.00,0.00,0,0.38,2.2,0.8,8.0,0,0,0,0,0,,,,1.0,0.0,Wolves,,3,1.0
